Order ID,Product,Quantity Ordered,Price Each,Order Date,Purchase Address
273075,USB-C Charging Cable,3,110000.0,11/13/21 20:53,"Jalan Jaya No 64, Surabaya, Jatim 60111"
273076,Wired Headphones,1,200000.0,11/01/21 20:45,"Jalan Perdana No 38, Surabaya, Jatim 60111"
273077,ThinkPad Laptop,1,12000000.0,11/18/21 19:29,"Jalan Semeru No 41, Surabaya, Jatim 60111"
273078,iPhone 11,1,10000000.0,11/25/21 12:32,"Jalan Sembrani No 79, Surabaya, Jatim 60111"
273079,USB-C Charging Cable,1,110000.0,11/28/21 12:38,"Jalan Senggani No 30, Surabaya, Jatim 60111"
273080,iPhone 11,1,10000000.0,11/08/21 11:17,"Jalan Sentanu No 4, Sidoarjo, Jatim 60254"
273081,iPhone 11,1,10000000.0,11/21/21 23:00,"Jalan Pengging No 25, Jakbar, Jakarta 10244"
273081,Lightning Charging Cable,3,211000.0,11/21/21 23:00,"Jalan Pengging No 25, Jakbar, Jakarta 10244"
273082,Wired Headphones,1,200000.0,11/06/21 06:30,"Jalan Pengging No 70, Sidoarjo, Jatim 60254"
273083,Lightning Charging Cable,1,211000.0,11/23/21 12:38,"Jalan Jeruk No 53, Surabaya, Jatim 60111"
273084,27in FHD Monitor,1,2700000.0,11/11/21 20:45,"Jalan Masjid No 85, Surabaya, Jatim 60111"
273085,27in 4K Gaming Monitor,1,6100000.0,11/10/21 12:53,"Jalan Srikandi No 72, Surabaya, Jatim 60111"
273086,AAA Batteries (4-pack),5,32000.0,11/03/21 17:43,"Jalan Teuku Umar No 67, Surabaya, Jatim 60111"
273087,Wired Headphones,3,200000.0,11/01/21 10:44,"Jalan Jambu No 86, Surabaya, Jatim 60111"
273088,Apple Airpods Headphones,1,2300000.0,11/27/21 18:01,"Jalan Gurami No 12, Jakbar, Jakarta 10244"
273089,Wired Headphones,1,200000.0,11/29/21 20:00,"Jalan Masjid No 7, Gresik, Jatim 60222"
273090,Lightning Charging Cable,1,211000.0,11/16/21 10:00,"Jalan Apel No 55, Sidoarjo, Jatim 60254"
273091,iPhone 11,1,10000000.0,11/26/21 21:04,"Jalan Gajah No 55, Surabaya, Jatim 60111"
273092,iPhone 11,1,10000000.0,11/04/21 10:25,"Jalan Perjuangan No 26, Jakbar, Jakarta 10244"
273093,Lightning Charging Cable,3,211000.0,11/27/21 15:44,"Jalan Semeru No 52, Surabaya, Jatim 60111"
273094,USB-C Charging Cable,1,110000.0,11/19/21 19:43,"Jalan Sembayu No 80, Semarang, Jateng 54221"
273095,Lightning Charging Cable,1,211000.0,11/13/21 09:51,"Jalan Perdana No 12, Gresik, Jatim 60222"
273096,Bose SoundSport Headphones,1,1500000.0,11/02/21 13:38,"Jalan Merdeka No 8, Surabaya, Jatim 60111"
273097,Lightning Charging Cable,1,211000.0,11/04/21 11:52,"Jalan Jeruk No 54, Surabaya, Jatim 60111"
273098,AAA Batteries (4-pack),2,32000.0,11/16/21 18:09,"Jalan Nusantara No 95, Sidoarjo, Jatim 60254"
273099,Lightning Charging Cable,3,211000.0,11/19/21 13:32,"Jalan Sembrani No 44, Gresik, Jatim 60222"
273100,27in 4K Gaming Monitor,1,6100000.0,11/04/21 18:00,"Jalan Pengging No 94, Surabaya, Jatim 60111"
273101,20in Monitor,1,1500000.99,11/18/21 08:50,"Jalan Sigunting No 52, Jaksel, Jakarta 11556"
273102,Lightning Charging Cable,1,211000.0,11/04/21 13:41,"Jalan Kandang No 89, Surabaya, Jatim 60111"
273103,Lightning Charging Cable,1,211000.0,11/22/21 19:08,"Jalan Jaya No 61, Jaksel, Jakarta 11556"
273104,Lightning Charging Cable,1,211000.0,11/13/21 09:16,"Jalan Wonoranti No 4, Malang, Jatim 60254"
273105,Macbook Pro Laptop,1,19000000.0,11/15/21 23:04,"Jalan Senggani No 58, Jakbar, Jakarta 10244"
273106,Lightning Charging Cable,1,211000.0,11/21/21 15:01,"Jalan Masjid No 52, Surabaya, Jatim 60111"
273107,Bose SoundSport Headphones,1,1500000.0,11/02/21 20:48,"Jalan Perdana No 70, Jakbar, Jakarta 10244"
273108,USB-C Charging Cable,1,110000.0,11/30/21 12:47,"Jalan Nusantara No 87, Bandung, Jabar 16232"
273109,Lightning Charging Cable,3,211000.0,11/27/21 12:08,"Jalan Sigunting No 92, Jakbar, Jakarta 10244"
273110,34in Ultrawide Monitor,1,8000000.0,11/11/21 20:06,"Jalan Demak No 73, Jaktim, Jakarta 10110"
