Order ID,Product,Quantity Ordered,Price Each,Order Date,Purchase Address
293899,USB-C Charging Cable,3,110000.0,12/20/21 08:15,"Jalan Jeruk No 88, Surabaya, Jatim 60111"
293900,USB-C Charging Cable,1,110000.0,12/05/21 11:54,"Jalan Apel No 95, Bandung, Jabar 16232"
293901,AAA Batteries (4-pack),1,32000.0,12/25/21 16:24,"Jalan Merdeka No 28, Gresik, Jatim 60222"
293902,Wired Headphones,1,200000.0,12/29/21 20:39,"Jalan Jeruk No 34, Surabaya, Jatim 60111"
293903,AA Batteries (4-pack),9,38000.0,12/16/21 14:31,"Jalan Pengging No 90, Jaksel, Jakarta 11556"
293904,34in Ultrawide Monitor,1,8000000.0,12/08/21 08:47,"Jalan Senggani No 4, Jakbar, Jakarta 10244"
293905,AA Batteries (4-pack),2,38000.0,12/09/21 19:01,"Jalan Kandang No 92, Jaksel, Jakarta 11556"
293906,AA Batteries (4-pack),5,38000.0,12/20/21 10:08,"Jalan Pengging No 45, Surabaya, Jatim 60111"
293907,34in Ultrawide Monitor,1,8000000.0,12/28/21 16:48,"Jalan Senggani No 27, Surabaya, Jatim 60111"
293908,AA Batteries (4-pack),9,38000.0,12/09/21 10:19,"Jalan Jeruk No 41, Gresik, Jatim 60222"
293909,USB-C Charging Cable,1,110000.0,12/19/21 20:10,"Jalan Perjuangan No 55, Semarang, Jateng 54221"
293910,Apple Airpods Headphones,1,2300000.0,12/29/21 12:38,"Jalan Sembrani No 46, Jakbar, Jakarta 10244"
293911,USB-C Charging Cable,1,110000.0,12/10/21 10:01,"Jalan Manggis No 33, Sidoarjo, Jatim 60254"
293912,27in FHD Monitor,1,2700000.0,12/27/21 18:53,"Jalan Wonoranti No 59, Surabaya, Jatim 60111"
293913,Lightning Charging Cable,3,211000.0,12/03/21 08:11,"Jalan Teuku Umar No 87, Jaksel, Jakarta 11556"
293914,AAA Batteries (4-pack),10,32000.0,12/01/21 23:42,"Jalan Pahala No 7, Surabaya, Jatim 60111"
293915,Apple Airpods Headphones,1,2300000.0,12/20/21 09:30,"Jalan Soekarno Hatta No 1, Malang, Jatim 60254"
293916,AAA Batteries (4-pack),4,32000.0,12/13/21 12:29,"Jalan Soekarno Hatta No 1, Surabaya, Jatim 60111"
293917,AA Batteries (4-pack),3,38000.0,12/22/21 17:31,"Jalan Sigunting No 82, Sidoarjo, Jatim 60254"
293918,AAA Batteries (4-pack),9,32000.0,12/29/21 10:58,"Jalan Semanggi No 64, Surabaya, Jatim 60111"
293919,USB-C Charging Cable,1,110000.0,12/27/21 12:47,"Jalan Wonoranti No 85, Surabaya, Jatim 60111"
293920,Samsung Galaxy A52,1,5200000.0,12/25/21 10:33,"Jalan Perjuangan No 40, Jakbar, Jakarta 10244"
293921,AAA Batteries (4-pack),6,32000.0,12/30/21 08:31,"Jalan Gajah No 13, Jakbar, Jakarta 10244"
293922,AAA Batteries (4-pack),5,32000.0,12/01/21 15:18,"Jalan KH Ahmad Dahlan No 1, Gresik, Jatim 60222"
293923,27in 4K Gaming Monitor,1,6100000.0,12/13/21 19:58,"Jalan Apel No 44, Semarang, Jateng 54221"
293924,Lightning Charging Cable,1,211000.0,12/05/21 18:03,"Jalan Teuku Umar No 81, Surabaya, Jatim 60111"
293925,Samsung Galaxy A52,1,5200000.0,12/09/21 16:11,"Jalan Serambi No 29, Gresik, Jatim 60222"
293926,USB-C Charging Cable,1,110000.0,12/23/21 17:42,"Jalan Masjid No 72, Solo, Jateng 51233"
293927,Lightning Charging Cable,1,211000.0,12/11/21 17:22,"Jalan Merbabu No 60, Surabaya, Jatim 60111"
293928,Bose SoundSport Headphones,1,1500000.0,12/02/21 16:40,"Jalan Jeruk No 44, Gresik, Jatim 60222"
293929,27in 4K Gaming Monitor,1,6100000.0,12/14/21 13:24,"Jalan Dam Biru No 20, Surabaya, Jatim 60111"
293930,Samsung Galaxy A52,1,5200000.0,12/24/21 20:24,"Jalan Jambu No 26, Surabaya, Jatim 60111"
293930,Wired Headphones,1,200000.0,12/24/21 20:24,"Jalan Jambu No 26, Surabaya, Jatim 60111"
293931,Bose SoundSport Headphones,1,1500000.0,12/15/21 17:07,"Jalan Semangat No 70, Solo, Jateng 51233"
293931,AA Batteries (4-pack),3,38000.0,12/15/21 17:07,"Jalan Semangat No 70, Solo, Jateng 51233"
293932,Lightning Charging Cable,3,211000.0,12/11/21 05:23,"Jalan Sentanu No 2, Sidoarjo, Jatim 60254"
293933,Wired Headphones,1,200000.0,12/17/21 10:32,"Jalan Pengging No 6, Malang, Jatim 60254"
